order_id,product_id,product_name,quantity,list_price,discount,order_total
329,8,Trek Remedy 29 Carbon Frameset - 2016,2,1799.99,0.05,3419.981
329,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,299.99,0.2,239.992
329,17,Pure Cycles Vine 8-Speed - 2016,1,429,0.07,398.97
329,26,Electra Townie Original 7D EQ - 2016,2,599.99,0.05,1139.981
330,21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.05,512.981
331,17,Pure Cycles Vine 8-Speed - 2016,2,429,0.1,772.2
332,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,449,0.05,853.1
333,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,449,0.07,835.14
333,8,Trek Remedy 29 Carbon Frameset - 2016,2,1799.99,0.05,3419.981
333,3,Surly Wednesday Frameset - 2016,1,999.99,0.2,799.992
334,16,Electra Townie Original 7D EQ - 2016,2,599.99,0.2,959.984
334,9,Trek Conduit+ - 2016,1,2999.99,0.05,2849.9905
334,3,Surly Wednesday Frameset - 2016,2,999.99,0.05,1899.981
335,6,Surly Ice Cream Truck Frameset - 2016,1,469.99,0.1,422.991
335,2,Ritchey Timberwolf Frameset - 2016,2,749.99,0.1,1349.982
335,21,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.07,251.0907
336,4,Trek Fuel EX 8 29 - 2016,1,2899.99,0.1,2609.991
336,12,Electra Townie Original 21D - 2016,1,549.99,0.2,439.992
337,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,449,0.05,426.55
337,4,Trek Fuel EX 8 29 - 2016,1,2899.99,0.05,2754.9905
338,6,Surly Ice Cream Truck Frameset - 2016,2,469.99,0.07,874.1814
338,10,Surly Straggler - 2016,1,1549,0.07,1440.57
338,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.1,242.991
338,11,Surly Straggler 650b - 2016,2,1680.99,0.07,3126.6414
338,9,Trek Conduit+ - 2016,1,2999.99,0.05,2849.9905
339,13,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.1,242.991
339,15,Electra Moto 1 - 2016,2,529.99,0.05,1006.981
340,11,Surly Straggler 650b - 2016,1,1680.99,0.05,1596.9405
340,24,Electra Townie Original 21D - 2016,1,549.99,0.05,522.4905
340,13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.1,485.982
340,12,Electra Townie Original 21D - 2016,2,549.99,0.07,1022.9814
340,10,Surly Straggler - 2016,2,1549,0.1,2788.2
341,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.05,569.981
342,26,Electra Townie Original 7D EQ - 2016,1,599.99,0.07,557.9907
342,9,Trek Conduit+ - 2016,1,2999.99,0.2,2399.992
342,16,Electra Townie Original 7D EQ - 2016,2,599.99,0.1,1079.982
343,20,Electra Townie Original 7D EQ - Women's - 2016,2,599.99,0.2,959.984
343,25,Electra Townie Original 7D - 2015/2016,1,499.99,0.05,474.9905
343,5,Heller Shagamaw Frame - 2016,2,1320.99,0.05,2509.881
343,10,Surly Straggler - 2016,1,1549,0.1,1394.1
344,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.05,256.4905
344,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,449,0.07,835.14
344,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.2,215.992
345,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,449,0.1,808.2
345,24,Electra Townie Original 21D - 2016,2,549.99,0.07,1022.9814
346,13,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.07,251.0907
346,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,299.99,0.2,239.992
346,21,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.1,242.991
346,15,Electra Moto 1 - 2016,1,529.99,0.05,503.4905
346,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,449,0.05,853.1
347,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,299.99,0.07,278.9907
348,5,Heller Shagamaw Frame - 2016,2,1320.99,0.05,2509.881
348,15,Electra Moto 1 - 2016,2,529.99,0.07,985.7814
349,20,Electra Townie Original 7D EQ - Women's - 2016,2,599.99,0.2,959.984
350,6,Surly Ice Cream Truck Frameset - 2016,2,469.99,0.05,892.981
350,20,Electra Townie Original 7D EQ - Women's - 2016,1,599.99,0.07,557.9907
350,3,Surly Wednesday Frameset - 2016,1,999.99,0.07,929.9907
351,4,Trek Fuel EX 8 29 - 2016,2,2899.99,0.05,5509.981
351,24,Electra Townie Original 21D - 2016,2,549.99,0.1,989.982
351,20,Electra Townie Original 7D EQ - Women's - 2016,1,599.99,0.2,479.992
351,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.07,502.1814
352,11,Surly Straggler 650b - 2016,1,1680.99,0.2,1344.792
352,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.2,215.992
353,2,Ritchey Timberwolf Frameset - 2016,2,749.99,0.2,1199.984
354,21,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.2,215.992
354,19,Pure Cycles William 3-Speed - 2016,1,449,0.05,426.55
355,16,Electra Townie Original 7D EQ - 2016,1,599.99,0.1,539.991
355,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.07,502.1814
356,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.05,569.981
356,4,Trek Fuel EX 8 29 - 2016,1,2899.99,0.05,2754.9905
356,13,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.05,256.4905
357,17,Pure Cycles Vine 8-Speed - 2016,2,429,0.05,815.1
357,21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.07,502.1814
357,24,Electra Townie Original 21D - 2016,1,549.99,0.07,511.4907
357,9,Trek Conduit+ - 2016,1,2999.99,0.05,2849.9905
358,21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.1,485.982
358,6,Surly Ice Cream Truck Frameset - 2016,2,469.99,0.07,874.1814
358,8,Trek Remedy 29 Carbon Frameset - 2016,2,1799.99,0.05,3419.981
358,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,449,0.1,808.2
359,15,Electra Moto 1 - 2016,2,529.99,0.07,985.7814
359,9,Trek Conduit+ - 2016,2,2999.99,0.07,5579.9814
359,7,Trek Slash 8 27.5 - 2016,2,3999.99,0.2,6399.984
360,26,Electra Townie Original 7D EQ - 2016,1,599.99,0.05,569.9905
360,7,Trek Slash 8 27.5 - 2016,2,3999.99,0.2,6399.984
360,13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.05,512.981
360,25,Electra Townie Original 7D - 2015/2016,1,499.99,0.1,449.991
361,24,Electra Townie Original 21D - 2016,2,549.99,0.05,1044.981
361,6,Surly Ice Cream Truck Frameset - 2016,2,469.99,0.1,845.982
361,11,Surly Straggler 650b - 2016,1,1680.99,0.1,1512.891
362,2,Ritchey Timberwolf Frameset - 2016,1,749.99,0.07,697.4907
363,21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.1,485.982
363,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.07,251.0907
363,15,Electra Moto 1 - 2016,1,529.99,0.1,476.991
363,20,Electra Townie Original 7D EQ - Women's - 2016,1,599.99,0.2,479.992
364,25,Electra Townie Original 7D - 2015/2016,2,499.99,0.05,949.981
365,24,Electra Townie Original 21D - 2016,2,549.99,0.07,1022.9814
366,21,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.1,242.991
366,4,Trek Fuel EX 8 29 - 2016,1,2899.99,0.07,2696.9907
366,16,Electra Townie Original 7D EQ - 2016,2,599.99,0.2,959.984
367,26,Electra Townie Original 7D EQ - 2016,2,599.99,0.1,1079.982
367,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.05,256.4905
367,10,Surly Straggler - 2016,2,1549,0.05,2943.1
368,5,Heller Shagamaw Frame - 2016,1,1320.99,0.2,1056.792
368,10,Surly Straggler - 2016,2,1549,0.2,2478.4
368,21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.1,485.982
368,19,Pure Cycles William 3-Speed - 2016,1,449,0.05,426.55
369,10,Surly Straggler - 2016,2,1549,0.07,2881.14
370,25,Electra Townie Original 7D - 2015/2016,2,499.99,0.05,949.981
370,4,Trek Fuel EX 8 29 - 2016,2,2899.99,0.1,5219.982
371,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.2,215.992
371,12,Electra Townie Original 21D - 2016,1,549.99,0.2,439.992
372,11,Surly Straggler 650b - 2016,1,1680.99,0.05,1596.9405
372,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.1,485.982
372,5,Heller Shagamaw Frame - 2016,1,1320.99,0.1,1188.891
373,8,Trek Remedy 29 Carbon Frameset - 2016,2,1799.99,0.05,3419.981
373,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.1,242.991
373,19,Pure Cycles William 3-Speed - 2016,2,449,0.2,718.4
373,12,Electra Townie Original 21D - 2016,1,549.99,0.1,494.991
373,13,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.1,242.991
374,10,Surly Straggler - 2016,1,1549,0.1,1394.1
374,7,Trek Slash 8 27.5 - 2016,1,3999.99,0.07,3719.9907
375,21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.05,512.981
375,2,Ritchey Timberwolf Frameset - 2016,2,749.99,0.05,1424.981
375,4,Trek Fuel EX 8 29 - 2016,2,2899.99,0.07,5393.9814
375,12,Electra Townie Original 21D - 2016,2,549.99,0.05,1044.981
376,2,Ritchey Timberwolf Frameset - 2016,2,749.99,0.07,1394.9814
376,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.1,539.982
377,8,Trek Remedy 29 Carbon Frameset - 2016,1,1799.99,0.05,1709.9905
377,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.07,251.0907
378,26,Electra Townie Original 7D EQ - 2016,2,599.99,0.05,1139.981
379,9,Trek Conduit+ - 2016,1,2999.99,0.07,2789.9907
379,16,Electra Townie Original 7D EQ - 2016,1,599.99,0.2,479.992
380,16,Electra Townie Original 7D EQ - 2016,1,599.99,0.05,569.9905
380,11,Surly Straggler 650b - 2016,2,1680.99,0.05,3193.881
381,21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.07,502.1814
382,8,Trek Remedy 29 Carbon Frameset - 2016,1,1799.99,0.1,1619.991
382,9,Trek Conduit+ - 2016,1,2999.99,0.1,2699.991
382,13,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.07,251.0907
383,19,Pure Cycles William 3-Speed - 2016,1,449,0.07,417.57
383,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.05,512.981
383,13,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.1,242.991
383,21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.05,512.981
383,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.1,242.991
384,20,Electra Townie Original 7D EQ - Women's - 2016,1,599.99,0.1,539.991
384,21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.2,431.984
384,8,Trek Remedy 29 Carbon Frameset - 2016,1,1799.99,0.05,1709.9905
384,15,Electra Moto 1 - 2016,1,529.99,0.1,476.991
384,4,Trek Fuel EX 8 29 - 2016,1,2899.99,0.2,2319.992
385,21,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.07,251.0907
385,7,Trek Slash 8 27.5 - 2016,2,3999.99,0.2,6399.984
385,26,Electra Townie Original 7D EQ - 2016,2,599.99,0.05,1139.981
386,8,Trek Remedy 29 Carbon Frameset - 2016,1,1799.99,0.2,1439.992
386,3,Surly Wednesday Frameset - 2016,2,999.99,0.05,1899.981
386,16,Electra Townie Original 7D EQ - 2016,2,599.99,0.2,959.984
387,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,449,0.2,359.2
388,19,Pure Cycles William 3-Speed - 2016,2,449,0.2,718.4
388,13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.07,502.1814
388,2,Ritchey Timberwolf Frameset - 2016,1,749.99,0.07,697.4907
388,11,Surly Straggler 650b - 2016,1,1680.99,0.1,1512.891
389,2,Ritchey Timberwolf Frameset - 2016,1,749.99,0.07,697.4907
389,15,Electra Moto 1 - 2016,2,529.99,0.07,985.7814
389,10,Surly Straggler - 2016,2,1549,0.05,2943.1
389,5,Heller Shagamaw Frame - 2016,1,1320.99,0.05,1254.9405
389,9,Trek Conduit+ - 2016,1,2999.99,0.2,2399.992
390,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,299.99,0.05,284.9905
390,7,Trek Slash 8 27.5 - 2016,2,3999.99,0.07,7439.9814
390,9,Trek Conduit+ - 2016,1,2999.99,0.05,2849.9905
391,8,Trek Remedy 29 Carbon Frameset - 2016,1,1799.99,0.07,1673.9907
391,5,Heller Shagamaw Frame - 2016,2,1320.99,0.2,2113.584
391,24,Electra Townie Original 21D - 2016,2,549.99,0.07,1022.9814
392,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.1,485.982
392,3,Surly Wednesday Frameset - 2016,2,999.99,0.05,1899.981
393,6,Surly Ice Cream Truck Frameset - 2016,2,469.99,0.2,751.984
394,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,299.99,0.05,284.9905
394,16,Electra Townie Original 7D EQ - 2016,1,599.99,0.2,479.992
394,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.2,431.984
395,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.05,256.4905
396,12,Electra Townie Original 21D - 2016,1,549.99,0.1,494.991
396,25,Electra Townie Original 7D - 2015/2016,2,499.99,0.05,949.981
396,5,Heller Shagamaw Frame - 2016,1,1320.99,0.2,1056.792
397,7,Trek Slash 8 27.5 - 2016,1,3999.99,0.05,3799.9905
398,8,Trek Remedy 29 Carbon Frameset - 2016,2,1799.99,0.05,3419.981
398,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,449,0.05,853.1
398,25,Electra Townie Original 7D - 2015/2016,1,499.99,0.2,399.992
398,17,Pure Cycles Vine 8-Speed - 2016,1,429,0.05,407.55
399,25,Electra Townie Original 7D - 2015/2016,1,499.99,0.05,474.9905
399,11,Surly Straggler 650b - 2016,2,1680.99,0.05,3193.881
399,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.1,242.991
400,24,Electra Townie Original 21D - 2016,2,549.99,0.07,1022.9814
400,9,Trek Conduit+ - 2016,1,2999.99,0.2,2399.992
400,3,Surly Wednesday Frameset - 2016,2,999.99,0.2,1599.984
401,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,299.99,0.2,239.992
401,10,Surly Straggler - 2016,2,1549,0.2,2478.4
402,6,Surly Ice Cream Truck Frameset - 2016,2,469.99,0.07,874.1814
402,5,Heller Shagamaw Frame - 2016,1,1320.99,0.07,1228.5207
402,26,Electra Townie Original 7D EQ - 2016,1,599.99,0.05,569.9905
403,12,Electra Townie Original 21D - 2016,2,549.99,0.1,989.982
403,7,Trek Slash 8 27.5 - 2016,2,3999.99,0.2,6399.984
403,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.05,512.981
403,24,Electra Townie Original 21D - 2016,1,549.99,0.2,439.992
404,9,Trek Conduit+ - 2016,1,2999.99,0.07,2789.9907
404,25,Electra Townie Original 7D - 2015/2016,2,499.99,0.05,949.981
404,16,Electra Townie Original 7D EQ - 2016,2,599.99,0.2,959.984
405,3,Surly Wednesday Frameset - 2016,2,999.99,0.2,1599.984
405,10,Surly Straggler - 2016,2,1549,0.1,2788.2
405,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.07,502.1814
406,4,Trek Fuel EX 8 29 - 2016,1,2899.99,0.2,2319.992
407,20,Electra Townie Original 7D EQ - Women's - 2016,1,599.99,0.2,479.992
407,5,Heller Shagamaw Frame - 2016,1,1320.99,0.05,1254.9405
408,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,449,0.2,359.2
408,3,Surly Wednesday Frameset - 2016,1,999.99,0.07,929.9907
408,2,Ritchey Timberwolf Frameset - 2016,2,749.99,0.07,1394.9814
408,17,Pure Cycles Vine 8-Speed - 2016,2,429,0.2,686.4
409,15,Electra Moto 1 - 2016,1,529.99,0.07,492.8907
409,16,Electra Townie Original 7D EQ - 2016,2,599.99,0.2,959.984
409,21,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.05,256.4905
410,25,Electra Townie Original 7D - 2015/2016,1,499.99,0.1,449.991
410,9,Trek Conduit+ - 2016,2,2999.99,0.05,5699.981
410,24,Electra Townie Original 21D - 2016,2,549.99,0.1,989.982
411,2,Ritchey Timberwolf Frameset - 2016,1,749.99,0.07,697.4907
411,26,Electra Townie Original 7D EQ - 2016,2,599.99,0.05,1139.981
412,7,Trek Slash 8 27.5 - 2016,1,3999.99,0.1,3599.991
412,24,Electra Townie Original 21D - 2016,1,549.99,0.07,511.4907
412,17,Pure Cycles Vine 8-Speed - 2016,1,429,0.1,386.1
413,8,Trek Remedy 29 Carbon Frameset - 2016,2,1799.99,0.05,3419.981
413,25,Electra Townie Original 7D - 2015/2016,1,499.99,0.1,449.991
413,9,Trek Conduit+ - 2016,1,2999.99,0.07,2789.9907
414,4,Trek Fuel EX 8 29 - 2016,2,2899.99,0.1,5219.982
415,3,Surly Wednesday Frameset - 2016,1,999.99,0.07,929.9907
415,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.2,479.984
415,5,Heller Shagamaw Frame - 2016,1,1320.99,0.2,1056.792
415,6,Surly Ice Cream Truck Frameset - 2016,2,469.99,0.05,892.981
416,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.07,251.0907
416,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.07,251.0907
416,24,Electra Townie Original 21D - 2016,1,549.99,0.1,494.991
417,26,Electra Townie Original 7D EQ - 2016,2,599.99,0.07,1115.9814
417,6,Surly Ice Cream Truck Frameset - 2016,2,469.99,0.07,874.1814
418,12,Electra Townie Original 21D - 2016,1,549.99,0.05,522.4905
418,20,Electra Townie Original 7D EQ - Women's - 2016,1,599.99,0.05,569.9905
419,9,Trek Conduit+ - 2016,1,2999.99,0.05,2849.9905
420,17,Pure Cycles Vine 8-Speed - 2016,2,429,0.2,686.4
420,15,Electra Moto 1 - 2016,2,529.99,0.1,953.982
420,3,Surly Wednesday Frameset - 2016,2,999.99,0.05,1899.981
421,6,Surly Ice Cream Truck Frameset - 2016,2,469.99,0.07,874.1814
421,3,Surly Wednesday Frameset - 2016,2,999.99,0.2,1599.984
421,20,Electra Townie Original 7D EQ - Women's - 2016,2,599.99,0.2,959.984
421,4,Trek Fuel EX 8 29 - 2016,1,2899.99,0.07,2696.9907
421,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.2,479.984
422,20,Electra Townie Original 7D EQ - Women's - 2016,2,599.99,0.05,1139.981
423,8,Trek Remedy 29 Carbon Frameset - 2016,2,1799.99,0.05,3419.981
423,17,Pure Cycles Vine 8-Speed - 2016,1,429,0.2,343.2
423,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.07,557.9814
423,2,Ritchey Timberwolf Frameset - 2016,1,749.99,0.2,599.992
424,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.1,242.991
424,6,Surly Ice Cream Truck Frameset - 2016,1,469.99,0.05,446.4905
425,6,Surly Ice Cream Truck Frameset - 2016,1,469.99,0.1,422.991
425,21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.07,502.1814
425,19,Pure Cycles William 3-Speed - 2016,1,449,0.05,426.55
426,10,Surly Straggler - 2016,1,1549,0.1,1394.1
426,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.05,569.981
427,12,Electra Townie Original 21D - 2016,2,549.99,0.07,1022.9814
427,15,Electra Moto 1 - 2016,2,529.99,0.1,953.982
427,26,Electra Townie Original 7D EQ - 2016,2,599.99,0.07,1115.9814
428,5,Heller Shagamaw Frame - 2016,2,1320.99,0.2,2113.584
428,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.2,215.992
429,11,Surly Straggler 650b - 2016,1,1680.99,0.2,1344.792
429,4,Trek Fuel EX 8 29 - 2016,2,2899.99,0.1,5219.982
429,5,Heller Shagamaw Frame - 2016,2,1320.99,0.05,2509.881
429,6,Surly Ice Cream Truck Frameset - 2016,1,469.99,0.07,437.0907
429,2,Ritchey Timberwolf Frameset - 2016,1,749.99,0.1,674.991
430,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.1,485.982
430,11,Surly Straggler 650b - 2016,1,1680.99,0.07,1563.3207
430,4,Trek Fuel EX 8 29 - 2016,2,2899.99,0.2,4639.984
430,13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.2,431.984
430,8,Trek Remedy 29 Carbon Frameset - 2016,1,1799.99,0.2,1439.992
431,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.2,431.984
431,6,Surly Ice Cream Truck Frameset - 2016,1,469.99,0.1,422.991
431,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,449,0.2,359.2
431,13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.07,502.1814
431,19,Pure Cycles William 3-Speed - 2016,1,449,0.07,417.57
432,10,Surly Straggler - 2016,2,1549,0.2,2478.4
432,7,Trek Slash 8 27.5 - 2016,2,3999.99,0.05,7599.981
433,6,Surly Ice Cream Truck Frameset - 2016,1,469.99,0.1,422.991
433,10,Surly Straggler - 2016,1,1549,0.2,1239.2
433,24,Electra Townie Original 21D - 2016,1,549.99,0.1,494.991
433,4,Trek Fuel EX 8 29 - 2016,1,2899.99,0.2,2319.992
434,21,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.05,256.4905
434,20,Electra Townie Original 7D EQ - Women's - 2016,1,599.99,0.1,539.991
434,9,Trek Conduit+ - 2016,1,2999.99,0.2,2399.992
434,11,Surly Straggler 650b - 2016,2,1680.99,0.07,3126.6414
434,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,449,0.05,853.1
435,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.05,256.4905
435,9,Trek Conduit+ - 2016,1,2999.99,0.05,2849.9905
435,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,449,0.05,426.55
436,3,Surly Wednesday Frameset - 2016,1,999.99,0.05,949.9905
436,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,299.99,0.2,239.992
437,3,Surly Wednesday Frameset - 2016,1,999.99,0.05,949.9905
437,10,Surly Straggler - 2016,1,1549,0.05,1471.55
437,8,Trek Remedy 29 Carbon Frameset - 2016,2,1799.99,0.05,3419.981
438,4,Trek Fuel EX 8 29 - 2016,1,2899.99,0.07,2696.9907
438,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.1,242.991
438,8,Trek Remedy 29 Carbon Frameset - 2016,2,1799.99,0.05,3419.981
438,13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.05,512.981
439,6,Surly Ice Cream Truck Frameset - 2016,2,469.99,0.07,874.1814
439,7,Trek Slash 8 27.5 - 2016,2,3999.99,0.05,7599.981
440,19,Pure Cycles William 3-Speed - 2016,2,449,0.07,835.14
440,4,Trek Fuel EX 8 29 - 2016,2,2899.99,0.07,5393.9814
441,12,Electra Townie Original 21D - 2016,1,549.99,0.07,511.4907
441,15,Electra Moto 1 - 2016,1,529.99,0.1,476.991
442,16,Electra Townie Original 7D EQ - 2016,2,599.99,0.07,1115.9814
442,26,Electra Townie Original 7D EQ - 2016,2,599.99,0.2,959.984
442,6,Surly Ice Cream Truck Frameset - 2016,2,469.99,0.2,751.984
443,5,Heller Shagamaw Frame - 2016,1,1320.99,0.05,1254.9405
443,26,Electra Townie Original 7D EQ - 2016,1,599.99,0.2,479.992
444,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.07,251.0907
444,15,Electra Moto 1 - 2016,2,529.99,0.07,985.7814
444,20,Electra Townie Original 7D EQ - Women's - 2016,2,599.99,0.05,1139.981
444,16,Electra Townie Original 7D EQ - 2016,1,599.99,0.1,539.991
444,10,Surly Straggler - 2016,2,1549,0.2,2478.4
445,7,Trek Slash 8 27.5 - 2016,1,3999.99,0.2,3199.992
445,16,Electra Townie Original 7D EQ - 2016,1,599.99,0.07,557.9907
445,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,299.99,0.2,239.992
446,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.2,215.992
446,16,Electra Townie Original 7D EQ - 2016,2,599.99,0.07,1115.9814
447,4,Trek Fuel EX 8 29 - 2016,2,2899.99,0.05,5509.981
447,3,Surly Wednesday Frameset - 2016,1,999.99,0.1,899.991
447,8,Trek Remedy 29 Carbon Frameset - 2016,1,1799.99,0.07,1673.9907
448,13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.05,512.981
448,6,Surly Ice Cream Truck Frameset - 2016,2,469.99,0.05,892.981
449,17,Pure Cycles Vine 8-Speed - 2016,2,429,0.05,815.1
449,2,Ritchey Timberwolf Frameset - 2016,1,749.99,0.05,712.4905
449,7,Trek Slash 8 27.5 - 2016,2,3999.99,0.07,7439.9814
449,26,Electra Townie Original 7D EQ - 2016,2,599.99,0.2,959.984
450,24,Electra Townie Original 21D - 2016,1,549.99,0.05,522.4905
450,12,Electra Townie Original 21D - 2016,1,549.99,0.07,511.4907
450,5,Heller Shagamaw Frame - 2016,1,1320.99,0.1,1188.891
451,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.05,512.981
452,11,Surly Straggler 650b - 2016,1,1680.99,0.05,1596.9405
452,16,Electra Townie Original 7D EQ - 2016,1,599.99,0.05,569.9905
452,7,Trek Slash 8 27.5 - 2016,2,3999.99,0.1,7199.982
452,8,Trek Remedy 29 Carbon Frameset - 2016,1,1799.99,0.1,1619.991
453,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,299.99,0.05,284.9905
453,20,Electra Townie Original 7D EQ - Women's - 2016,2,599.99,0.2,959.984
453,4,Trek Fuel EX 8 29 - 2016,1,2899.99,0.2,2319.992
454,25,Electra Townie Original 7D - 2015/2016,2,499.99,0.07,929.9814
454,13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.05,512.981
454,24,Electra Townie Original 21D - 2016,2,549.99,0.1,989.982
455,9,Trek Conduit+ - 2016,1,2999.99,0.05,2849.9905
456,17,Pure Cycles Vine 8-Speed - 2016,2,429,0.07,797.94
456,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,299.99,0.07,278.9907
457,24,Electra Townie Original 21D - 2016,2,549.99,0.07,1022.9814
457,2,Ritchey Timberwolf Frameset - 2016,1,749.99,0.05,712.4905
457,7,Trek Slash 8 27.5 - 2016,2,3999.99,0.1,7199.982
457,17,Pure Cycles Vine 8-Speed - 2016,1,429,0.2,343.2
458,2,Ritchey Timberwolf Frameset - 2016,1,749.99,0.2,599.992
458,21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.07,502.1814
458,11,Surly Straggler 650b - 2016,1,1680.99,0.1,1512.891
458,24,Electra Townie Original 21D - 2016,1,549.99,0.2,439.992
